ranking,hr_process_name,hr_system_name,region,hr_contact_channel,total_cases,automation_score,automation_priority,recommended_solution,estimated_operational_hours_saved
1790,Compliance & Access Security Review,HR Case Management Platform,Asia,Phone,56,48.32,Media,Automatización parcial,166.54
1791,Employee Data Update,Benefits Administration System,Europe,HR Chat / Virtual Assistant,55,48.32,Media,Automatización parcial con alertas SLA,157.41
1792,HR Platform Bug Report,HRIS Integration API,Asia,Internal Collaboration Tool,68,48.31,Media,Automatización parcial con alertas SLA,186.86
1793,Payroll Support Request,Benefits Administration System,North America,Employee Self-Service Portal,63,48.31,Media,Automatización parcial con alertas SLA,184.97
1794,HR Platform Bug Report,Benefits Administration System,Asia,HR Chat / Virtual Assistant,76,48.3,Media,Automatización parcial,246.09
1795,HR System Enhancement Request,HRIS Integration API,South America,Email,73,48.3,Media,Automatización parcial,229.95
1796,HRIS Access Suspension,HRIS Integration API,Australia,Employee Self-Service Portal,72,48.3,Media,Automatización parcial con alertas SLA,213.84
1797,Employee Data Update,Employee Self-Service Portal,North America,Internal Collaboration Tool,70,48.3,Media,Automatización parcial,207.48
1798,Benefits Reimbursement Request,Employee Self-Service Portal,South America,Phone,73,48.3,Media,Automatización parcial,206.74
1799,HR System Performance Issue,Payroll System,North America,Internal Collaboration Tool,73,48.3,Media,Automatización parcial con alertas SLA,204.25
1800,Benefits Reimbursement Request,Employee Mobile App,Europe,Phone,71,48.29,Media,Automatización parcial,199.23
1801,Benefits Cancellation Request,People Analytics Dashboard,Europe,Email,68,48.28,Media,Automatización parcial,200.87
1802,Compliance & Access Security Review,Payroll Payment Gateway,Australia,Phone,74,48.28,Media,Automatización parcial,196.69
1803,HR Platform Bug Report,People Analytics Dashboard,Europe,Internal Collaboration Tool,63,48.28,Media,Automatización parcial con alertas SLA,179.17
1804,Benefits Reimbursement Request,Benefits Administration System,Asia,HR Chat / Virtual Assistant,49,48.28,Media,Rediseño del proceso antes de automatizar,133.67
1805,Benefits Cancellation Request,People Analytics Dashboard,North America,HR Chat / Virtual Assistant,66,48.27,Media,Automatización parcial con alertas SLA,189.68
1806,HR Platform Bug Report,Payroll Payment Gateway,Europe,Internal Collaboration Tool,62,48.27,Media,Automatización parcial,181.66
1807,Compliance & Access Security Review,HR Case Management Platform,South America,Email,62,48.26,Media,Rediseño del proceso antes de automatizar,184.39
1808,HR System Performance Issue,Employee Mobile App,Europe,HR Chat / Virtual Assistant,56,48.26,Media,Rediseño del proceso antes de automatizar,161.95
1809,HRIS Login Issue,Benefits Portal,South America,Phone,53,48.26,Media,Automatización parcial con alertas SLA,155.5
1810,HRIS Access Suspension,People Analytics Dashboard,Europe,HR Chat / Virtual Assistant,71,48.25,Media,Automatización parcial,196.81
1811,HR System Enhancement Request,Benefits Administration System,Africa,HR Chat / Virtual Assistant,64,48.25,Media,Rediseño del proceso antes de automatizar,188.93
1812,Compliance & Access Security Review,Benefits Administration System,Asia,Employee Self-Service Portal,65,48.23,Media,Automatización parcial con alertas SLA,184.99
1813,HR System Enhancement Request,Benefits Administration System,Australia,Employee Self-Service Portal,62,48.23,Media,Rediseño del proceso antes de automatizar,183.52
1814,HRIS Login Issue,Payroll Payment Gateway,North America,Phone,67,48.22,Media,Automatización parcial,201.67
1815,Compliance & Access Security Review,People Analytics Dashboard,Asia,Internal Collaboration Tool,68,48.21,Media,Automatización parcial con alertas SLA,194.07
1816,HR System Enhancement Request,HR Document Management System,Australia,Email,68,48.21,Media,Automatización parcial con alertas SLA,184.14
1817,Benefits Reimbursement Request,Payroll Payment Gateway,Australia,Email,57,48.21,Media,Automatización parcial con alertas SLA,148.09
1818,Benefits Reimbursement Request,HR Case Management Platform,South America,HR Chat / Virtual Assistant,66,48.2,Media,Automatización parcial,183.61
1819,HRIS Access Suspension,HR Case Management Platform,North America,Phone,71,48.19,Media,Automatización parcial,195.96
1820,HR System Enhancement Request,Benefits Portal,South America,Phone,56,48.19,Media,Automatización parcial con alertas SLA,192.08
1821,Benefits Cancellation Request,People Analytics Dashboard,North America,Email,62,48.19,Media,Automatización parcial,183.52
1822,HR System Enhancement Request,Payroll Payment Gateway,Africa,Email,59,48.19,Media,Automatización parcial con alertas SLA,167.09
1823,HR System Performance Issue,Benefits Administration System,Asia,Phone,69,48.18,Media,Automatización parcial con alertas SLA,199.13
1824,Benefits Cancellation Request,HRIS Integration API,Europe,Employee Self-Service Portal,65,48.18,Media,Rediseño del proceso antes de automatizar,193.44
1825,HRIS Login Issue,Benefits Administration System,Europe,Email,65,48.18,Media,Automatización parcial con alertas SLA,192.66
1826,HR Platform Bug Report,Employee Self-Service Portal,Asia,HR Chat / Virtual Assistant,62,48.18,Media,Automatización parcial con alertas SLA,170.0
1827,HR System Performance Issue,Payroll Payment Gateway,Asia,HR Chat / Virtual Assistant,67,48.17,Media,Automatización parcial,204.62
1828,Payroll Support Request,People Analytics Dashboard,Asia,Email,76,48.16,Media,Automatización parcial,222.53
1829,Employee Data Update,Benefits Portal,Europe,HR Chat / Virtual Assistant,60,48.16,Media,Automatización parcial con alertas SLA,172.44
1830,Payroll Support Request,HR Case Management Platform,South America,Phone,62,48.16,Media,Automatización parcial,168.02
1831,HRIS Login Issue,Payroll Payment Gateway,Australia,Employee Self-Service Portal,65,48.15,Media,Automatización parcial,201.63
1832,Benefits Reimbursement Request,HRIS Integration API,South America,Phone,62,48.14,Media,Automatización parcial con alertas SLA,170.0
1833,Compliance & Access Security Review,HR Document Management System,North America,HR Chat / Virtual Assistant,70,48.13,Media,Automatización parcial,194.88
1834,HRIS Access Suspension,HR Document Management System,Africa,Phone,62,48.13,Media,Automatización parcial,184.88
1835,HR System Enhancement Request,People Analytics Dashboard,Africa,Internal Collaboration Tool,70,48.12,Media,Automatización parcial,216.16
1836,Compliance & Access Security Review,People Analytics Dashboard,Africa,HR Chat / Virtual Assistant,75,48.12,Media,Automatización parcial con alertas SLA,208.05
1837,Compliance & Access Security Review,HR Document Management System,South America,Internal Collaboration Tool,69,48.12,Media,Automatización parcial con alertas SLA,192.51
1838,Payroll Support Request,Employee Mobile App,North America,Email,68,48.12,Media,Automatización parcial con alertas SLA,189.45
1839,HR System Performance Issue,Payroll System,Australia,Employee Self-Service Portal,57,48.11,Media,Automatización parcial,176.59
1840,HR Platform Bug Report,Employee Self-Service Portal,South America,Email,55,48.11,Media,Automatización parcial,158.51
1841,HR Platform Bug Report,Employee Mobile App,North America,Employee Self-Service Portal,63,48.1,Media,Automatización parcial con alertas SLA,195.93
1842,HR System Enhancement Request,HR Document Management System,Africa,HR Chat / Virtual Assistant,64,48.1,Media,Rediseño del proceso antes de automatizar,188.03
1843,Benefits Cancellation Request,People Analytics Dashboard,Asia,Internal Collaboration Tool,47,48.1,Media,Automatización parcial,152.84
1844,Compliance & Access Security Review,HRIS Integration API,Africa,HR Chat / Virtual Assistant,78,48.09,Media,Automatización parcial,230.72
1845,HR System Enhancement Request,Benefits Administration System,South America,HR Chat / Virtual Assistant,56,48.09,Media,Automatización parcial,177.41
1846,Payroll Support Request,People Analytics Dashboard,South America,Email,59,48.09,Media,Automatización parcial con alertas SLA,156.47
1847,HR System Enhancement Request,Payroll Payment Gateway,Africa,HR Chat / Virtual Assistant,74,48.08,Media,Automatización parcial,210.46
1848,HR Platform Bug Report,Employee Mobile App,North America,Internal Collaboration Tool,70,48.08,Media,Automatización parcial con alertas SLA,186.2
1849,HR System Performance Issue,Employee Mobile App,Asia,Email,68,48.06,Media,Automatización parcial,192.3
1850,Employee Data Update,Payroll System,Australia,Employee Self-Service Portal,66,48.06,Media,Automatización parcial con alertas SLA,165.79
1851,HR System Performance Issue,HR Document Management System,Africa,Email,79,48.05,Media,Automatización parcial,231.94
1852,Payroll Support Request,HRIS Integration API,South America,Email,70,48.05,Media,Automatización parcial con alertas SLA,190.54
1853,Benefits Cancellation Request,Employee Self-Service Portal,South America,Employee Self-Service Portal,60,48.05,Media,Automatización parcial,189.24
1854,Benefits Cancellation Request,HR Case Management Platform,Australia,Email,68,48.04,Media,Automatización parcial con alertas SLA,192.98
1855,Payroll Support Request,Employee Self-Service Portal,South America,HR Chat / Virtual Assistant,71,48.02,Media,Automatización parcial,202.07
1856,Benefits Reimbursement Request,HR Document Management System,North America,Internal Collaboration Tool,63,48.02,Media,Automatización parcial con alertas SLA,179.8
1857,Benefits Reimbursement Request,Benefits Portal,Australia,Phone,70,48.01,Media,Automatización parcial,216.44
1858,Benefits Reimbursement Request,Benefits Administration System,Australia,Phone,67,48.01,Media,Automatización parcial con alertas SLA,203.95
1859,Compliance & Access Security Review,People Analytics Dashboard,Australia,HR Chat / Virtual Assistant,65,48.0,Media,Automatización parcial con alertas SLA,197.34
1860,HR System Performance Issue,Payroll System,South America,Email,71,48.0,Media,Automatización parcial con alertas SLA,195.11
1861,HR System Enhancement Request,People Analytics Dashboard,Australia,Employee Self-Service Portal,65,48.0,Media,Automatización parcial con alertas SLA,192.66
1862,Benefits Cancellation Request,Payroll Payment Gateway,Europe,Internal Collaboration Tool,69,47.99,Media,Automatización parcial con alertas SLA,194.44
1863,Benefits Cancellation Request,Employee Mobile App,Europe,Employee Self-Service Portal,65,47.99,Media,Automatización parcial,189.15
1864,Compliance & Access Security Review,Payroll System,Asia,Phone,56,47.99,Media,Automatización parcial con alertas SLA,175.06
1865,Employee Data Update,HR Case Management Platform,Australia,Employee Self-Service Portal,67,47.98,Media,Automatización parcial,209.58
1866,Benefits Reimbursement Request,Employee Self-Service Portal,Asia,Phone,60,47.98,Media,Rediseño del proceso antes de automatizar,166.8
1867,HRIS Login Issue,HR Case Management Platform,Australia,Phone,48,47.98,Media,Automatización parcial con alertas SLA,140.45
1868,Compliance & Access Security Review,HRIS Integration API,Europe,Phone,63,47.97,Media,Automatización parcial,185.09
1869,Employee Data Update,Benefits Administration System,Asia,Email,55,47.97,Media,Automatización parcial con alertas SLA,153.34
1870,Payroll Support Request,HR Case Management Platform,Australia,Email,66,47.96,Media,Automatización parcial,201.04
1871,HRIS Access Suspension,HR Case Management Platform,Australia,Employee Self-Service Portal,65,47.95,Media,Automatización parcial con alertas SLA,185.25
1872,Benefits Reimbursement Request,Benefits Administration System,South America,Phone,63,47.95,Media,Automatización parcial con alertas SLA,178.29
1873,HR Platform Bug Report,People Analytics Dashboard,North America,Phone,57,47.95,Media,Automatización parcial con alertas SLA,175.56
1874,HR Platform Bug Report,Employee Self-Service Portal,South America,Employee Self-Service Portal,58,47.95,Media,Automatización parcial con alertas SLA,165.65
1875,Employee Data Update,Payroll System,Europe,Email,72,47.94,Media,Automatización parcial con alertas SLA,196.13
1876,HR Platform Bug Report,Benefits Administration System,Asia,Internal Collaboration Tool,63,47.94,Media,Automatización parcial con alertas SLA,174.26
1877,HRIS Login Issue,Payroll Payment Gateway,Africa,Employee Self-Service Portal,76,47.93,Media,Automatización parcial,210.06
1878,Employee Data Update,HRIS Integration API,Australia,Email,69,47.93,Media,Automatización parcial,201.76
1879,Benefits Reimbursement Request,Payroll System,Africa,Phone,61,47.93,Media,Automatización parcial con alertas SLA,163.24
1880,HR System Performance Issue,People Analytics Dashboard,Australia,Internal Collaboration Tool,64,47.93,Media,Automatización parcial con alertas SLA,154.5
1881,Payroll Support Request,Benefits Portal,South America,Email,66,47.92,Media,Automatización parcial,197.47
1882,Benefits Cancellation Request,HR Case Management Platform,Europe,Phone,70,47.92,Media,Automatización parcial,190.26
1883,HR Platform Bug Report,HR Document Management System,Europe,Internal Collaboration Tool,61,47.92,Media,Automatización parcial con alertas SLA,187.39
1884,Payroll Support Request,Payroll Payment Gateway,Asia,Email,63,47.91,Media,Automatización parcial,176.4
1885,HR Platform Bug Report,Employee Self-Service Portal,Australia,Internal Collaboration Tool,71,47.9,Media,Automatización parcial,214.85
1886,Benefits Reimbursement Request,Benefits Portal,Europe,HR Chat / Virtual Assistant,71,47.89,Media,Automatización parcial,209.59
1887,Employee Data Update,Benefits Administration System,Europe,Phone,71,47.89,Media,Automatización parcial,205.19
1888,Benefits Reimbursement Request,HR Document Management System,Europe,Internal Collaboration Tool,62,47.89,Media,Automatización parcial,178.56
1889,Employee Data Update,Employee Self-Service Portal,Australia,Employee Self-Service Portal,58,47.89,Media,Automatización parcial con alertas SLA,159.15
1890,HRIS Access Suspension,Payroll Payment Gateway,Africa,Phone,66,47.87,Media,Automatización parcial,185.46
1891,HR System Performance Issue,Benefits Portal,North America,HR Chat / Virtual Assistant,69,47.87,Media,Automatización parcial con alertas SLA,179.12
1892,HR System Performance Issue,Employee Mobile App,Europe,Employee Self-Service Portal,53,47.87,Media,Rediseño del proceso antes de automatizar,164.62
1893,HR System Performance Issue,Payroll System,South America,Employee Self-Service Portal,68,47.86,Media,Automatización parcial,194.07
1894,HR System Performance Issue,HR Document Management System,Asia,Internal Collaboration Tool,50,47.86,Media,Automatización parcial con alertas SLA,163.7
1895,HRIS Access Suspension,Payroll Payment Gateway,Asia,Phone,67,47.85,Media,Automatización parcial,202.47
1896,HR System Performance Issue,Benefits Portal,South America,Internal Collaboration Tool,64,47.85,Media,Automatización parcial,197.76
1897,HRIS Login Issue,HR Document Management System,Africa,HR Chat / Virtual Assistant,68,47.85,Media,Automatización parcial con alertas SLA,185.91
1898,Payroll Support Request,HRIS Integration API,Africa,Email,59,47.85,Media,Automatización parcial con alertas SLA,155.76
1899,Compliance & Access Security Review,HRIS Integration API,Europe,Email,69,47.84,Media,Automatización parcial,197.06
1900,HRIS Access Suspension,Payroll System,Australia,Employee Self-Service Portal,62,47.84,Media,Automatización parcial con alertas SLA,174.47
1901,HRIS Login Issue,Employee Mobile App,Australia,Employee Self-Service Portal,75,47.83,Media,Automatización parcial,206.85
1902,HRIS Access Suspension,Benefits Administration System,South America,Email,65,47.83,Media,Automatización parcial,183.69
1903,HR System Enhancement Request,Employee Mobile App,South America,Email,68,47.82,Media,Automatización parcial,199.78
1904,HR Platform Bug Report,People Analytics Dashboard,North America,Email,64,47.82,Media,Automatización parcial,174.85
1905,Benefits Reimbursement Request,People Analytics Dashboard,Asia,Email,64,47.82,Media,Rediseño del proceso antes de automatizar,172.54
1906,Payroll Support Request,Employee Mobile App,Europe,Phone,58,47.82,Media,Automatización parcial,170.4
1907,HRIS Login Issue,Employee Mobile App,North America,Internal Collaboration Tool,59,47.82,Media,Automatización parcial con alertas SLA,158.24
1908,Benefits Cancellation Request,HRIS Integration API,South America,HR Chat / Virtual Assistant,65,47.81,Media,Automatización parcial,216.06
1909,HR Platform Bug Report,Benefits Portal,South America,Employee Self-Service Portal,69,47.81,Media,Automatización parcial,194.44
1910,Payroll Support Request,Employee Mobile App,Africa,HR Chat / Virtual Assistant,61,47.81,Media,Rediseño del proceso antes de automatizar,189.47
1911,HR System Enhancement Request,HR Case Management Platform,Europe,HR Chat / Virtual Assistant,67,47.81,Media,Automatización parcial,181.17
1912,HRIS Access Suspension,People Analytics Dashboard,Australia,Email,57,47.81,Media,Automatización parcial con alertas SLA,162.56
1913,Payroll Support Request,HRIS Integration API,South America,HR Chat / Virtual Assistant,54,47.81,Media,Automatización parcial con alertas SLA,150.01
1914,Payroll Support Request,Benefits Portal,Europe,Employee Self-Service Portal,69,47.8,Media,Automatización parcial con alertas SLA,202.58
1915,Benefits Reimbursement Request,Payroll Payment Gateway,North America,Phone,68,47.8,Media,Automatización parcial,197.47
1916,HR Platform Bug Report,HR Case Management Platform,Asia,Internal Collaboration Tool,54,47.8,Media,Automatización parcial con alertas SLA,174.64
1917,Benefits Cancellation Request,Payroll System,Europe,Employee Self-Service Portal,53,47.8,Media,Automatización parcial con alertas SLA,160.27
1918,HR Platform Bug Report,HR Case Management Platform,Europe,HR Chat / Virtual Assistant,62,47.79,Media,Automatización parcial,178.19
1919,Benefits Cancellation Request,Payroll Payment Gateway,Asia,Phone,67,47.78,Media,Automatización parcial,182.91
1920,HR Platform Bug Report,Employee Mobile App,South America,HR Chat / Virtual Assistant,55,47.78,Media,Automatización parcial,176.99
1921,Benefits Cancellation Request,Benefits Administration System,North America,Employee Self-Service Portal,68,47.77,Media,Automatización parcial,187.68
1922,Employee Data Update,Employee Mobile App,Australia,Email,67,47.76,Media,Automatización parcial con alertas SLA,189.48
1923,Payroll Support Request,Benefits Portal,Asia,Employee Self-Service Portal,62,47.75,Media,Automatización parcial,195.92
1924,HRIS Access Suspension,Payroll System,Europe,Internal Collaboration Tool,68,47.75,Media,Automatización parcial con alertas SLA,191.08
1925,HRIS Login Issue,Benefits Portal,South America,Employee Self-Service Portal,63,47.75,Media,Automatización parcial con alertas SLA,189.88
1926,HR Platform Bug Report,Employee Mobile App,Europe,Employee Self-Service Portal,62,47.74,Media,Automatización parcial,172.24
1927,Payroll Support Request,HR Case Management Platform,Africa,Employee Self-Service Portal,62,47.74,Media,Automatización parcial,170.38
1928,Employee Data Update,HRIS Integration API,South America,Employee Self-Service Portal,60,47.73,Media,Automatización parcial con alertas SLA,171.36
1929,Employee Data Update,Benefits Administration System,Australia,Employee Self-Service Portal,57,47.73,Media,Automatización parcial,171.11
1930,HR System Enhancement Request,HR Case Management Platform,Asia,HR Chat / Virtual Assistant,60,47.72,Media,Automatización parcial con alertas SLA,135.72
1931,Employee Data Update,HR Document Management System,Africa,Email,70,47.71,Media,Automatización parcial con alertas SLA,209.58
1932,Employee Data Update,HR Case Management Platform,Asia,HR Chat / Virtual Assistant,57,47.71,Media,Automatización parcial con alertas SLA,185.14
1933,Benefits Cancellation Request,Payroll System,Asia,Employee Self-Service Portal,71,47.7,Media,Automatización parcial,214.7
1934,HR System Enhancement Request,HRIS Integration API,Australia,HR Chat / Virtual Assistant,65,47.7,Media,Automatización parcial con alertas SLA,173.42
1935,HRIS Login Issue,Employee Self-Service Portal,South America,Email,70,47.69,Media,Automatización parcial con alertas SLA,200.34
1936,Benefits Cancellation Request,Payroll System,Europe,HR Chat / Virtual Assistant,69,47.69,Media,Automatización parcial,196.37
1937,Payroll Support Request,Employee Self-Service Portal,South America,Email,62,47.69,Media,Automatización parcial,182.78
1938,Employee Data Update,Payroll System,Asia,HR Chat / Virtual Assistant,69,47.69,Media,Rediseño del proceso antes de automatizar,171.4
1939,HRIS Login Issue,People Analytics Dashboard,North America,HR Chat / Virtual Assistant,72,47.68,Media,Automatización parcial,208.37
1940,HR System Enhancement Request,HR Case Management Platform,South America,Email,61,47.68,Media,Automatización parcial,201.42
1941,HR Platform Bug Report,HR Case Management Platform,Asia,Email,68,47.68,Media,Automatización parcial,192.3
1942,HR System Enhancement Request,HR Case Management Platform,North America,Employee Self-Service Portal,63,47.68,Media,Automatización parcial con alertas SLA,167.71
1943,Payroll Support Request,Benefits Portal,South America,Phone,62,47.68,Media,Automatización parcial con alertas SLA,165.91
1944,Employee Data Update,HR Case Management Platform,South America,Email,47,47.67,Media,Automatización parcial con alertas SLA,150.12
1945,Benefits Reimbursement Request,HR Document Management System,Europe,Employee Self-Service Portal,70,47.66,Media,Automatización parcial,196.14
1946,HR System Performance Issue,HRIS Integration API,North America,HR Chat / Virtual Assistant,65,47.66,Media,Automatización parcial,173.42
1947,HRIS Access Suspension,Payroll Payment Gateway,South America,Employee Self-Service Portal,71,47.65,Media,Automatización parcial,208.03
1948,HR System Enhancement Request,Payroll System,Australia,Email,68,47.65,Media,Automatización parcial,200.74
1949,Benefits Reimbursement Request,HRIS Integration API,South America,HR Chat / Virtual Assistant,67,47.65,Media,Automatización parcial con alertas SLA,197.52
1950,HRIS Access Suspension,Benefits Administration System,North America,Internal Collaboration Tool,61,47.65,Media,Automatización parcial,182.88
1951,Employee Data Update,Employee Mobile App,Australia,Phone,65,47.64,Media,Automatización parcial con alertas SLA,182.91
1952,HR Platform Bug Report,Payroll Payment Gateway,Europe,Email,69,47.64,Media,Automatización parcial con alertas SLA,181.61
1953,HR System Performance Issue,Employee Mobile App,Europe,Email,50,47.64,Media,Automatización parcial con alertas SLA,159.0
1954,HR System Performance Issue,Payroll System,Europe,Employee Self-Service Portal,64,47.63,Media,Automatización parcial con alertas SLA,178.05
1955,Benefits Cancellation Request,HR Case Management Platform,Africa,Phone,69,47.62,Media,Automatización parcial,199.69
1956,HR System Performance Issue,People Analytics Dashboard,Africa,HR Chat / Virtual Assistant,66,47.6,Media,Automatización parcial con alertas SLA,180.84
1957,HR System Enhancement Request,Employee Mobile App,Europe,Email,64,47.6,Media,Automatización parcial con alertas SLA,164.1
1958,HR Platform Bug Report,HRIS Integration API,South America,Employee Self-Service Portal,56,47.6,Media,Automatización parcial con alertas SLA,156.46
1959,HR Platform Bug Report,Payroll System,Africa,Employee Self-Service Portal,69,47.59,Media,Automatización parcial,198.17
1960,Payroll Support Request,Payroll Payment Gateway,Europe,Employee Self-Service Portal,66,47.59,Media,Automatización parcial,180.71
1961,HRIS Access Suspension,HR Case Management Platform,Australia,Internal Collaboration Tool,76,47.58,Media,Automatización parcial,197.75
1962,HRIS Login Issue,Payroll System,Africa,Employee Self-Service Portal,59,47.58,Media,Automatización parcial,179.36
1963,HR System Performance Issue,HR Case Management Platform,North America,Email,68,47.58,Media,Automatización parcial,179.25
1964,HR System Performance Issue,Employee Self-Service Portal,Africa,Employee Self-Service Portal,72,47.57,Media,Automatización parcial,203.47
1965,Compliance & Access Security Review,Benefits Administration System,North America,Phone,68,47.57,Media,Automatización parcial con alertas SLA,178.16
1966,Benefits Cancellation Request,Benefits Portal,Europe,Phone,65,47.56,Media,Automatización parcial,174.72
1967,HR System Performance Issue,HRIS Integration API,Africa,Employee Self-Service Portal,59,47.56,Media,Automatización parcial,159.06
1968,Benefits Cancellation Request,Payroll Payment Gateway,Australia,Email,59,47.55,Media,Automatización parcial con alertas SLA,179.01
1969,HR System Performance Issue,HRIS Integration API,Africa,Email,63,47.53,Media,Automatización parcial,192.91
1970,HR System Performance Issue,Employee Self-Service Portal,North America,Employee Self-Service Portal,62,47.53,Media,Automatización parcial con alertas SLA,163.68
1971,HRIS Login Issue,HR Document Management System,North America,Internal Collaboration Tool,73,47.51,Media,Automatización parcial,202.79
1972,Benefits Reimbursement Request,Payroll System,Africa,Internal Collaboration Tool,66,47.51,Media,Automatización parcial,185.33
1973,Compliance & Access Security Review,Benefits Administration System,Australia,Phone,55,47.5,Media,Automatización parcial,191.73
1974,HRIS Login Issue,Benefits Portal,Europe,HR Chat / Virtual Assistant,63,47.5,Media,Automatización parcial,172.37
1975,HR Platform Bug Report,People Analytics Dashboard,Australia,Internal Collaboration Tool,69,47.49,Media,Automatización parcial,208.93
1976,HRIS Access Suspension,Payroll System,Asia,Employee Self-Service Portal,70,47.48,Media,Automatización parcial,215.32
1977,Benefits Reimbursement Request,HR Case Management Platform,Australia,Internal Collaboration Tool,69,47.48,Media,Automatización parcial,192.51
1978,Benefits Cancellation Request,HR Document Management System,North America,Employee Self-Service Portal,67,47.48,Media,Automatización parcial,192.16
1979,Employee Data Update,Employee Mobile App,Australia,HR Chat / Virtual Assistant,59,47.48,Media,Automatización parcial,190.57
1980,Employee Data Update,Payroll Payment Gateway,North America,HR Chat / Virtual Assistant,63,47.48,Media,Automatización parcial con alertas SLA,162.79
1981,HRIS Access Suspension,Employee Self-Service Portal,Asia,Email,63,47.47,Media,Automatización parcial con alertas SLA,169.6
1982,HRIS Login Issue,Payroll System,North America,Phone,62,47.47,Media,Automatización parcial con alertas SLA,144.71
1983,HR System Enhancement Request,HR Document Management System,Asia,HR Chat / Virtual Assistant,61,47.46,Media,Automatización parcial con alertas SLA,187.64
1984,Benefits Reimbursement Request,Payroll System,Africa,HR Chat / Virtual Assistant,60,47.46,Media,Automatización parcial con alertas SLA,181.2
1985,Payroll Support Request,People Analytics Dashboard,South America,Phone,62,47.46,Media,Automatización parcial,181.16
1986,Payroll Support Request,Payroll System,South America,Internal Collaboration Tool,55,47.46,Media,Automatización parcial,152.68
1987,HR System Enhancement Request,Benefits Portal,South America,Email,61,47.45,Media,Automatización parcial,187.39
1988,HRIS Access Suspension,Payroll Payment Gateway,Australia,Employee Self-Service Portal,55,47.45,Media,Automatización parcial,162.8
1989,HR System Performance Issue,Payroll Payment Gateway,Australia,Employee Self-Service Portal,73,47.44,Media,Automatización parcial con alertas SLA,194.91
1990,Benefits Cancellation Request,HRIS Integration API,North America,HR Chat / Virtual Assistant,66,47.44,Media,Automatización parcial con alertas SLA,185.72
1991,Benefits Reimbursement Request,Payroll Payment Gateway,Asia,HR Chat / Virtual Assistant,55,47.44,Media,Automatización parcial con alertas SLA,151.14
1992,HR System Performance Issue,HR Document Management System,South America,Phone,75,47.43,Media,Automatización parcial,222.9
1993,Benefits Reimbursement Request,Payroll Payment Gateway,South America,Internal Collaboration Tool,67,47.43,Media,Automatización parcial,188.4
1994,Employee Data Update,Benefits Portal,Europe,Employee Self-Service Portal,72,47.42,Media,Automatización parcial,182.59
1995,HRIS Login Issue,Employee Mobile App,Asia,Internal Collaboration Tool,68,47.42,Media,Automatización parcial,176.94
1996,HRIS Login Issue,Benefits Portal,Australia,HR Chat / Virtual Assistant,62,47.42,Media,Automatización parcial con alertas SLA,173.85
1997,HR System Enhancement Request,Employee Self-Service Portal,Africa,HR Chat / Virtual Assistant,72,47.41,Media,Automatización parcial,205.92
1998,Payroll Support Request,Benefits Administration System,North America,Email,67,47.41,Media,Automatización parcial con alertas SLA,200.46
1999,HRIS Access Suspension,Employee Mobile App,Europe,HR Chat / Virtual Assistant,61,47.41,Media,Automatización parcial con alertas SLA,181.78
2000,HR System Performance Issue,Payroll Payment Gateway,Europe,Email,58,47.41,Media,Automatización parcial con alertas SLA,180.73
2001,Payroll Support Request,HRIS Integration API,Asia,Phone,57,47.4,Media,Automatización parcial,167.24
2002,Benefits Reimbursement Request,Payroll System,Australia,Email,72,47.39,Media,Automatización parcial con alertas SLA,178.13
2003,Payroll Support Request,Benefits Portal,North America,Phone,56,47.39,Media,Automatización parcial con alertas SLA,168.45
2004,HR Platform Bug Report,Payroll System,Australia,Employee Self-Service Portal,68,47.37,Media,Automatización parcial con alertas SLA,190.54
2005,HR Platform Bug Report,HR Document Management System,North America,Email,67,47.36,Media,Automatización parcial,222.31
2006,HRIS Login Issue,Benefits Administration System,Europe,Internal Collaboration Tool,69,47.36,Media,Automatización parcial,172.5
2007,Employee Data Update,Employee Self-Service Portal,North America,Phone,56,47.36,Media,Automatización parcial con alertas SLA,168.45
2008,HR System Enhancement Request,Benefits Administration System,South America,Internal Collaboration Tool,67,47.34,Media,Automatización parcial,190.55
2009,Employee Data Update,People Analytics Dashboard,Africa,Email,69,47.34,Media,Rediseño del proceso antes de automatizar,176.09
2010,HR System Enhancement Request,Benefits Administration System,Europe,Employee Self-Service Portal,63,47.33,Media,Automatización parcial con alertas SLA,179.8
2011,HR System Enhancement Request,Benefits Administration System,South America,Phone,72,47.32,Media,Automatización parcial con alertas SLA,222.48
2012,Payroll Support Request,Benefits Administration System,South America,HR Chat / Virtual Assistant,71,47.32,Media,Automatización parcial,193.69
2013,HR Platform Bug Report,HR Document Management System,North America,HR Chat / Virtual Assistant,68,47.32,Media,Automatización parcial,189.58
2014,Payroll Support Request,Benefits Portal,Asia,Internal Collaboration Tool,63,47.32,Media,Rediseño del proceso antes de automatizar,171.49
2015,Benefits Cancellation Request,HR Document Management System,Australia,Email,63,47.32,Media,Automatización parcial con alertas SLA,167.33
2016,HR System Performance Issue,Employee Self-Service Portal,Africa,HR Chat / Virtual Assistant,72,47.31,Media,Automatización parcial con alertas SLA,204.91
2017,Payroll Support Request,Payroll System,Australia,Internal Collaboration Tool,63,47.31,Media,Automatización parcial,181.19
2018,HRIS Login Issue,Employee Mobile App,Africa,Phone,77,47.3,Media,Automatización parcial,183.88
2019,HR System Enhancement Request,Benefits Administration System,Europe,Email,73,47.29,Media,Automatización parcial,226.01
